German,English,DateAdded,DateObj
Sitz,Seat,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Sekunde,Second,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Sekretärin,Secretary,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Schuh,Shoe,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Sänger,Singer,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Seele,Soul,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Stein,Stone,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Stil,Style,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Zucker,Sugar,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Summe,Sum,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Sonne,Sun,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
These,Thesis,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Ding,Thing,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Tonne,Ton,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Ton,Tone,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Transport,Transportation,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Truppe,Troops,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Typ,Type,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Wärme,Warmth,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Wasser,Water,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Wetter,Weather,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Weile,While,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Wein,Wine,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Wort,Word,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Welt,World,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Wunde,Wound,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Jahr,Year,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Kappe,Cap,6 octo 2025 : Monday 2:03 PM Afternoon (Day),2025-10-06 14:03:21
